cotacao
1.326680
1.326950
1.327500
1.327490
1.327450
1.327490
1.327450
1.327440
1.327290
1.327330
1.327330
1.327330
1.327360
1.327340
1.327340
1.327350
1.327370
1.327440
1.327440
1.327440
1.327550
1.327440
1.327460
1.327650
1.327630
1.327660
1.327650
1.327660
1.327610
1.327570
1.327500
1.327490
1.327520
1.327470
1.327470
1.327440
1.327380
1.327340
1.327450
1.327360
1.327360
1.327380
1.327480
1.327590
1.327670
1.327610
1.327580
1.327540
1.327500
1.327510
1.327470
1.327280
1.327490
1.327460
1.327380
1.327210
1.327180
1.327180
1.327050
1.326810
1.326650
1.326560
1.326520
1.326290
1.326340
1.326320
1.326200
1.326710
1.326570
1.326410
1.326330
1.326460
1.326500
1.326500
1.326430
1.326970
1.327060
1.327270
1.327210
1.327480
1.327550
1.327570
1.327600
1.327410
1.327410
1.327400
1.327410
1.327250
1.327380
1.327370
1.327270
1.327270
1.327560
1.327600
1.327570
1.327700
1.327670
1.327580
1.327500
1.327350
1.327350
1.327340
1.327120
1.327140
1.327050
1.326940
1.326940
1.326920
1.326790
1.326740
1.326350
1.326460
1.326980
1.326910
1.326750
1.326780
1.326860
1.327070
1.327380
1.327360
1.327140
1.327160
1.327140
1.327160
1.327220
1.327230
1.327350
1.327120
1.327140
1.327030
1.327100
1.327020
1.326850
1.326850
1.327040
1.327120
1.326930
1.326950
1.326720
1.326860
1.326830
1.326710
1.326510
1.326440
1.326540
1.326240
1.326040
1.326080
1.326030
1.326150
1.326210
1.326120
1.326140
1.326220
1.326410
1.326300
1.326300
1.326220
1.326200
1.326210
1.326290
1.326340
1.326170
1.326200
1.326190
1.326200
1.326520
1.326640
1.326770
1.326820
1.326890
1.326530
1.326830
1.327580
1.327740
1.327300
1.327030
1.327040
1.326780
1.326750
1.326740
1.326740
1.326860
1.326820
1.326820
1.327040
1.326920
1.327090
1.327080
1.327050
1.327150
1.327240
1.327200
1.327050
1.327120
1.327110
1.327140
1.327430
1.327400
1.327430
1.327410
1.327440
1.327330
1.327350
1.327420
1.327350
1.327490
1.327620
1.327020
1.326620
1.326630
1.326530
1.326730
1.326720
1.326640
1.326720
1.326860
1.326630
1.326630
1.326840
1.327310
1.327240
1.327350
1.328430
1.327890
1.328130
1.328050
1.328240
1.328260
1.328840
1.328440
1.328300
1.328220
1.328500
1.328180
1.328420
1.328540
1.328630
1.328750
1.329870
1.329430
1.329080
1.329020
1.329230
1.329130
1.329120
1.329030
1.329020
1.329130
1.329130
1.329210
1.329310
1.329910
1.329820
1.330080
1.330750
1.330100
1.329530
1.329700
1.329500
1.329460
1.329330
1.329220
1.329610
1.328710
1.328670
1.328620
1.328330
1.328270
1.328280
1.328060
1.327930
1.327930
1.327560
1.327550
1.327790
1.327920
1.327730
1.328050
1.328040
1.327810
1.327800
1.327930
1.328120
1.328110
1.328100
1.328070
1.328070
1.328140
1.328130
1.327910
1.328110
1.327890
1.327800
1.328150
1.328160
1.328110
1.328110
1.328120
1.328410
1.328490
1.328620
1.328590
1.328890
1.329010
1.328900
1.328810
1.328620
1.328790
1.328360
1.327630
1.327690
1.327700
1.327650
1.327550
1.327350
1.327600
1.327700
1.327710
1.326740
1.326740
1.326640
1.327100
1.327290
1.327340
1.327750
1.327820
1.327560
1.327560
1.327250
1.327120
1.327200
1.327350
1.327300
1.327290
1.327430
1.327090
1.327590
1.328330
1.327910
1.327920
1.328280
1.327700
1.327500
1.326840
1.326840
1.325930
1.326200
1.326140
1.326450
1.326280
1.326200
1.326340
1.325950
1.326010
1.326120
1.326030
1.326080
1.326040
1.326110
1.326210
1.325570
1.325790
1.325160
1.325180
1.325420
1.325420
1.325530
1.326680
1.326570
1.326760
1.326930
1.326930
1.326940
1.326940
1.327050
1.327070
